repositoryId,isTop,label,unit,valueString,valueType,compareOptions
MDEwOlJlcG9zaXRvcnkxNDk4ODM2MQ==,False,hparams/lr,,5.516,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNDk4ODM2MQ==,True,test_loss,,6.119,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNDk4ODM2MQ==,False,test_accuracy,%,0.862,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNDk4ODM2MQ==,True,f1_score,,3.093,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNDk4ODM2MQ==,False,mean_squared_error,%,9.996,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNDk4ODM2MQ==,False,hparams/alpha,,7.189,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDE1OTk5Mw==,False,test_error,%,9.107,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDE1OTk5Mw==,True,hparms/beta,,0.554,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDE1OTk5Mw==,False,training_error,%,1.242,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDE1OTk5Mw==,False,hparams/alpha,,1.530,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDE1OTk5Mw==,False,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0NDE1OTk5Mw==,False,test_accuracy,%,1.620,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDE1OTk5Mw==,False,test_error,%,9.347,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDE1OTk5Mw==,False,test_loss,,2.255,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0NDE1OTk5Mw==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0NDE1OTk5Mw==,True,hparms/beta,,8.459,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgxNjAyMQ==,False,training_loss,,7.206,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgxNjAyMQ==,True,hparams/batch_size,,6.051,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgxNjAyMQ==,True,mean_squared_error,%,8.425,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgxNjAyMQ==,False,mean_error,%,5.636,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgxNjAyMQ==,True,test_loss,,8.252,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgxNjAyMQ==,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxOTgxNjAyMQ==,False,test_loss,,0.812,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxOTgxNjAyMQ==,False,test_error,%,9.485,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODcyMzc4OTA=,False,test_error,%,4.644,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODcyMzc4OTA=,False,hparams/batch_size,,3.402,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODcyMzc4OTA=,True,hparams/lr,,1.437,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODcyMzc4OTA=,False,hparams/dropout,%,8.615,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODcyMzc4OTA=,True,hparms/beta,,3.193,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODcyMzc4OTA=,True,hparms/beta,,9.880,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODcyMzc4OTA=,False,training_error,%,3.454,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODcyMzc4OTA=,False,test_loss,,3.987,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODcyMzc4OTA=,False,hparms/beta,,7.607,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODMyNDYyMA==,True,test_loss,,8.135,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODMyNDYyMA==,False,f1_score,,9.338,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODMyNDYyMA==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxODMyNDYyMA==,True,hparams/dropout,%,1.898,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODMyNDYyMA==,False,hparms/beta,,1.593,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODMyNDYyMA==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxODMyNDYyMA==,False,hparams/optimizer,,SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk5NzgzMTg3NQ==,False,mean_error,%,8.825,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5NzgzMTg3NQ==,True,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk5NzgzMTg3NQ==,False,hparams/lr,,7.639,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5NzgzMTg3NQ==,False,hparams/alpha,,3.659,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5NzgzMTg3NQ==,True,f1_score,,4.006,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5NzgzMTg3NQ==,False,mean_error,%,5.703,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5NzgzMTg3NQ==,False,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk5NzgzMTg3NQ==,False,test_error,%,3.625,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5NzgzMTg3NQ==,True,mean_error,%,2.886,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5NzgzMTg3NQ==,False,mean_squared_error,%,3.863,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5NzgzMTg3NQ==,False,hparams/dropout,%,4.504,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5NzgzMTg3NQ==,True,hparms/beta,,5.499,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjMyNzgzMQ==,False,mean_squared_error,%,1.489,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjMyNzgzMQ==,False,hparams/alpha,,8.931,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjMyNzgzMQ==,True,test_loss,,1.398,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjMyNzgzMQ==,False,test_error,%,9.314,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjMyNzgzMQ==,False,hparms/beta,,3.185,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjMyNzgzMQ==,True,f1_score,,3.930,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjMyNzgzMQ==,False,f1_score,,6.165,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjMyNzgzMQ==,True,training_error,%,8.426,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjMyNzgzMQ==,True,hparams/dropout,%,5.937,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjMyNzgzMQ==,False,mean_error,%,5.073,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MTAyMDIwNw==,False,hparams/batch_size,,5.785,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MTAyMDIwNw==,False,training_loss,,2.275,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MTAyMDIwNw==,False,hparms/beta,,0.514,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MTAyMDIwNw==,False,hparams/batch_size,,4.804,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MTAyMDIwNw==,False,hparams/optimizer,,POWER_SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0MTAyMDIwNw==,False,hparams/optimizer,,POWER_SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0MTAyMDIwNw==,False,test_error,%,7.212,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MTAyMDIwNw==,False,mean_squared_error,%,7.746,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MTAyMDIwNw==,False,hparams/lr,,3.802,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MTAyMDIwNw==,False,test_error,%,8.217,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MTAyMDIwNw==,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxNDc4MTY2Mjg=,True,test_loss,,4.130,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNDc4MTY2Mjg=,False,hparms/beta,,2.039,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNDc4MTY2Mjg=,True,hparms/beta,,5.018,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyOTg1MDIwODI=,False,mean_error,%,3.768,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyOTg1MDIwODI=,False,mean_squared_error,%,9.567,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyOTg1MDIwODI=,True,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyOTg1MDIwODI=,False,mean_error,%,9.121,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MjcyMDAyOQ==,False,test_error,%,2.073,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MjcyMDAyOQ==,False,test_loss,,7.050,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MjcyMDAyOQ==,False,hparams/lr,,3.170,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MjcyMDAyOQ==,True,mean_squared_error,%,3.488,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MjcyMDAyOQ==,False,hparams/lr,,9.337,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MjcyMDAyOQ==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk0MjcyMDAyOQ==,True,hparams/batch_size,,2.878,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk0MjcyMDAyOQ==,True,hparams/batch_size,,5.735,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzg3NjIyNw==,True,hparams/batch_size,,4.424,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzg3NjIyNw==,True,hparams/batch_size,,2.564,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzg3NjIyNw==,True,training_error,%,4.791,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNzg3NjIyNw==,False,hparams/alpha,,2.021,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDk4MTgzNA==,False,hparams/lr,,1.005,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDk4MTgzNA==,True,training_error,%,7.708,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDk4MTgzNA==,False,mean_error,%,0.052,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDk4MTgzNA==,True,test_error,%,5.504,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDk4MTgzNA==,False,f1_score,,9.291,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDk4MTgzNA==,False,hparms/beta,,4.069,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNDk4MTgzNA==,True,training_error,%,9.350,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMTgxNzI0Ng==,False,hparams/batch_size,,8.376,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMTgxNzI0Ng==,False,f1_score,,9.339,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMTgxNzI0Ng==,False,test_accuracy,%,0.363,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMTgxNzI0Ng==,False,test_error,%,8.362,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMTgxNzI0Ng==,False,hparams/lr,,7.880,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMTgxNzI0Ng==,False,test_accuracy,%,1.863,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMTgxNzI0Ng==,False,hparams/dropout,%,7.490,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMTgxNzI0Ng==,False,f1_score,,8.723,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMTgxNzI0Ng==,False,hparams/optimizer,,SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyMTgxNzI0Ng==,False,hparms/beta,,8.767,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDQzNzI5MQ==,False,mean_squared_error,%,4.680,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDQzNzI5MQ==,False,training_loss,,1.928,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDQzNzI5MQ==,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyMDQzNzI5MQ==,False,hparams/batch_size,,3.307,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDQzNzI5MQ==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyMDQzNzI5MQ==,True,mean_squared_error,%,6.483,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDQzNzI5MQ==,True,mean_error,%,7.186,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDQzNzI5MQ==,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyMDQzNzI5MQ==,False,hparams/dropout,%,7.366,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDA5MzIwMA==,False,test_error,%,4.008,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDA5MzIwMA==,False,test_error,%,0.954,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDA5MzIwMA==,False,hparms/beta,,9.817,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDA5MzIwMA==,False,hparms/beta,,4.775,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDA5MzIwMA==,False,hparams/batch_size,,9.358,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1OTk0NDk2,False,hparams/alpha,,2.363,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1OTk0NDk2,False,hparms/beta,,6.678,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1OTk0NDk2,False,hparams/batch_size,,4.654,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1OTk0NDk2,False,hparams/batch_size,,1.597,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1OTk0NDk2,False,mean_squared_error,%,6.861,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1OTk0NDk2,False,mean_squared_error,%,9.231,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1OTk0NDk2,False,hparams/lr,,8.878,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1OTk0NDk2,False,hparams/alpha,,7.698,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDM5Mzc4NzM=,False,hparams/alpha,,7.574,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDM5Mzc4NzM=,False,hparams/lr,,8.020,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDM5Mzc4NzM=,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyMDM5Mzc4NzM=,False,mean_error,%,7.619,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDM5Mzc4NzM=,False,hparms/beta,,6.803,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDM5Mzc4NzM=,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyMDM5Mzc4NzM=,False,hparams/alpha,,5.255,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDM5Mzc4NzM=,False,training_error,%,5.282,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDM5Mzc4NzM=,False,hparams/optimizer,,SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk4ODgwNDY5Nw==,True,f1_score,,5.727,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4ODgwNDY5Nw==,True,mean_squared_error,%,1.499,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4ODgwNDY5Nw==,False,mean_error,%,3.281,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4Nzc5ODI2NQ==,True,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk4Nzc5ODI2NQ==,True,hparms/beta,,4.534,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,False,training_error,%,2.871,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,True,hparams/batch_size,,1.800,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,False,f1_score,,1.354,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,False,hparams/lr,,6.415,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,False,f1_score,,7.293,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,False,hparams/lr,,9.638,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,False,training_loss,,3.745,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,False,hparms/beta,,8.913,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,False,training_error,%,4.485,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,False,mean_squared_error,%,9.171,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,False,f1_score,,3.775,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,False,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,True,mean_error,%,6.535,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzAwNjcyNDY=,True,mean_error,%,2.756,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzAwNjcyNDY=,False,training_error,%,9.374,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzAwNjcyNDY=,True,hparams/lr,,7.250,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzAwNjcyNDY=,False,f1_score,,1.128,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzAwNjcyNDY=,False,f1_score,,8.095,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzAwNjcyNDY=,False,hparams/batch_size,,4.192,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzAwNjcyNDY=,False,training_error,%,7.661,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzAwNjcyNDY=,False,mean_squared_error,%,8.838,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzAwNjcyNDY=,True,mean_error,%,0.156,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzAwNjcyNDY=,False,hparams/dropout,%,2.061,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzAwNjcyNDY=,True,hparams/lr,,1.009,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzAwNjcyNDY=,False,hparams/alpha,,0.336,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,False,hparams/lr,,6.602,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,False,hparams/lr,,2.210,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,False,hparams/dropout,%,3.005,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,False,f1_score,,0.610,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,False,mean_error,%,9.485,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,True,hparams/batch_size,,8.797,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,False,hparams/dropout,%,9.116,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,False,training_error,%,6.260,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,False,hparams/batch_size,,4.272,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,True,mean_squared_error,%,4.956,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,False,training_error,%,9.723,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,False,hparams/batch_size,,9.416,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,False,hparams/batch_size,,6.713,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MjIzODgwMw==,False,test_loss,,7.858,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNjQ4NzAzODY=,True,hparams/alpha,,9.678,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
